,Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Year,Latitude,Longitude,Geoid
1120,M161691,800 Block Of Shotwell  Street,San Francisco,CA,94110.0,05/19/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/10/2021,9.0,Mission,"(37.75482966187677, -122.4154656891369)",2016,37.75482966187677, -122.4154656891369,06075022803
1122,M122119,2100 Block Of Beach  Street,San Francisco,CA,94123.0,12/03/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/19/2015,2.0,Marina,"(37.80365304893378, -122.44444741172964)",2012,37.80365304893378, -122.44444741172964,06075012700
1174,M131175,100 Block Of Pioche  Street,San Francisco,CA,94134.0,07/16/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/15/2016,9.0,Excelsior,"(37.728629862200464, -122.41986011316307)",2013,37.728629862200464, -122.41986011316307,06075025600
1178,M171680,4500 Block Of Cabrillo  Street,San Francisco,CA,94121.0,07/10/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/05/2022,1.0,Outer Richmond,"(37.7734373753687, -122.50735871550178)",2017,37.7734373753687, -122.50735871550178,06075047901
1223,M172278,1600 Block Of Kirkham  Street,San Francisco,CA,94122.0,09/11/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/06/2022,4.0,Sunset/Parkside,"(37.75970611749579, -122.47846719233196)",2017,37.75970611749579, -122.47846719233196,06075032602
1254,M161842,1800 Block Of 19th  Avenue,San Francisco,CA,94122.0,06/02/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/24/2021,4.0,Sunset/Parkside,"(37.75330432616593, -122.47649114763156)",2016,37.75330432616593, -122.47649114763156,06075032802
1306,M171376,0 Block Of Reddy  Street,San Francisco,CA,94124.0,05/25/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/22/2022,10.0,Bayview Hunters Point,"(37.73034457439674, -122.3951492634785)",2017,37.73034457439674, -122.3951492634785,06075023003
1325,M163842,2400 Block Of 40th  Avenue,San Francisco,CA,94116.0,12/19/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/12/2022,4.0,Sunset/Parkside,"(37.741120224510645, -122.49819334008505)",2016,37.741120224510645, -122.49819334008505,06075035300
1344,M141340,600 Block Of Moscow  Street,San Francisco,CA,94112.0,07/24/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/18/2017,11.0,Excelsior,"(37.7173988817462, -122.43062520227447)",2014,37.7173988817462, -122.43062520227447,06075026003
1374,M162329,100 Block Of Chenery  Street,San Francisco,CA,94131.0,07/11/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/09/2021,8.0,Glen Park,"(37.73938558249377, -122.42574796368392)",2016,37.73938558249377, -122.42574796368392,06075021800
1398,M121577,200 Block Of 11th  Avenue,San Francisco,CA,94118.0,09/17/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/14/2015,1.0,Inner Richmond,"(37.78363413498376, -122.46990801081915)",2012,37.78363413498376, -122.46990801081915,06075040200
1410,M163423,1500 Block Of 26th  Avenue,San Francisco,CA,94122.0,10/24/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/20/2021,4.0,Sunset/Parkside,"(37.7585719426693, -122.48423074370487)",2016,37.7585719426693, -122.48423074370487,06075032602
1449,M160987,1600 Block Of Grove  Street,San Francisco,CA,94117.0,03/21/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/17/2021,5.0,Lone Mountain/USF,"(37.77524504536566, -122.44378009856605)",2016,37.77524504536566, -122.44378009856605,06075016500
1515,M131700,4900 Block Of California  Street,San Francisco,CA,94118.0,10/10/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/04/2016,1.0,Inner Richmond,"(37.78460346873095, -122.47044858720984)",2013,37.78460346873095, -122.47044858720984,06075040200
1516,M131681,1000 Block Of Judah  Street,San Francisco,CA,94122.0,09/16/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/30/2013,7.0,Inner Sunset,"(37.76176987136254, -122.47321646495186)",2013,37.76176987136254, -122.47321646495186,06075030201
1539,M120743,1200 Block Of Treat  Avenue,San Francisco,CA,94110.0,05/23/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/22/2015,9.0,Mission,"(37.75016483794417, -122.41283185534834)",2012,37.75016483794417, -122.41283185534834,06075022901
1559,M131337,500 Block Of Kansas  Street,San Francisco,CA,94107.0,07/22/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/17/2016,10.0,Potrero Hill,"(37.762805599684064, -122.40338743289527)",2013,37.762805599684064, -122.40338743289527,06075022704
1578,M150341,300 Block Of Collingwood  Street,San Francisco,CA,94114.0,02/23/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/12/2018,8.0,Castro/Upper Market,"(37.75702054520495, -122.4356752227105)",2015,37.75702054520495, -122.4356752227105,06075020500
1600,M120775,2000 Block Of San Jose  Avenue,San Francisco,CA,94112.0,08/01/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/30/2015,11.0,Outer Mission,"(37.72394717087933, -122.44384855528357)",2012,37.72394717087933, -122.44384855528357,06075025500
1660,M171772,2200 Block Of 14th  Avenue,San Francisco,CA,94116.0,07/13/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/09/2022,7.0,West of Twin Peaks,"(37.74608715950598, -122.47049898271804)",2017,37.74608715950598, -122.47049898271804,06075030400
1678,M120387,800 Block Of Lincoln  Way,San Francisco,CA,94122.0,05/17/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/16/2015,5.0,Inner Sunset,"(37.76579957844296, -122.46696988534326)",2012,37.76579957844296, -122.46696988534326,06075030202
1686,M161373,3500 Block Of 20th  Street,San Francisco,CA,94110.0,04/25/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/20/2021,9.0,Mission,"(37.758510056055016, -122.42016882580018)",2016,37.758510056055016, -122.42016882580018,06075020800
1688,M121574,30400 Block Of Lily  Street,San Francisco,CA,94102.0,09/07/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/04/2015,5.0,Hayes Valley,"(37.77408114383554, -122.42663402259055)",2012,37.77408114383554, -122.42663402259055,06075016802
1695,M141306,100 Block Of Duncan  Street,San Francisco,CA,94110.0,06/16/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/13/2017,8.0,Noe Valley,"(37.74636374328596, -122.423461846764)",2014,37.74636374328596, -122.423461846764,06075021500
1697,M131170,500 Block Of Chenery  Street,San Francisco,CA,94131.0,07/10/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/02/2016,8.0,Glen Park,"(37.73500886353112, -122.43098556847481)",2013,37.73500886353112, -122.43098556847481,06075021800
1698,M130907,500 Block Of Capp  Street,San Francisco,CA,94110.0,05/30/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/24/2016,9.0,Mission,"(37.75790376258155, -122.41781931827798)",2013,37.75790376258155, -122.41781931827798,06075020800
1713,M161838,2800 Block Of Pierce  Street,San Francisco,CA,94123.0,06/01/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/01/2021,2.0,Marina,"(37.79619712244452, -122.43875376756176)",2016,37.79619712244452, -122.43875376756176,06075012800
1715,M161286,3200 Block Of Octavia  Street,San Francisco,CA,94123.0,04/21/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/12/2021,2.0,Marina,"(37.80210989266309, -122.42982946868588)",2016,37.80210989266309, -122.42982946868588,06075012902
1719,M110946,2500 Block Of Great  Highway,San Francisco,CA,94116.0,08/11/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/05/2014,4.0,Sunset/Parkside,"(37.73889174354481, -122.50648686772652)",2011,37.73889174354481, -122.50648686772652,06075035400
1771,M152881,3500 Block Of Pierce  Street,San Francisco,CA,94123.0,10/23/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/13/2020,2.0,Marina,"(37.803352069194894, -122.44000113224583)",2015,37.803352069194894, -122.44000113224583,06075012601
1785,M151385,1200 Block Of 4th  Avenue,San Francisco,CA,94122.0,06/05/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/03/2018,5.0,Inner Sunset,"(37.76474365686475, -122.46092133002213)",2015,37.76474365686475, -122.46092133002213,06075030101
1816,M171347,1400 Block Of Shafter  Avenue,San Francisco,CA,94124.0,05/23/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/16/2022,10.0,Bayview Hunters Point,"(37.72949423125762, -122.3878794473602)",2017,37.72949423125762, -122.3878794473602,06075023200
1819,M141339,400 Block Of Excelsior  Avenue,San Francisco,CA,94112.0,07/24/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/19/2017,11.0,Excelsior,"(37.72458132855998, -122.43001703052036)",2014,37.72458132855998, -122.43001703052036,06075026001
1822,M160139,1400 Block Of 29th  Avenue,San Francisco,CA,94122.0,01/15/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/12/2021,4.0,Sunset/Parkside,"(37.76029099874878, -122.48771291153614)",2016,37.76029099874878, -122.48771291153614,06075032700
1830,M142774,2100 Block Of 23rd  Street,San Francisco,CA,94107.0,12/24/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/22/2017,10.0,Potrero Hill,"(37.754654406872824, -122.40111278035832)",2014,37.754654406872824, -122.40111278035832,06075061400
1835,M142779,0 Block Of Fair  Avenue,San Francisco,CA,94110.0,12/30/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/30/2017,9.0,Bernal Heights,"(37.74520461050452, -122.41907086532174)",2014,37.74520461050452, -122.41907086532174,06075025300
1859,M130628,2800 Block Of Pine  Street,San Francisco,CA,94115.0,05/07/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/29/2016,2.0,Pacific Heights,"(37.78684985965181, -122.44274866658105)",2013,37.78684985965181, -122.44274866658105,06075015300
1872,M120780,200 Block Of Mangels  Avenue,San Francisco,CA,94131.0,08/08/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/07/2015,7.0,West of Twin Peaks,"(37.73303790226869, -122.44316097148223)",2012,37.73303790226869, -122.44316097148223,06075031100
1887,M131345,1000 Block Of Munich  Street,San Francisco,CA,94112.0,07/25/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/17/2016,11.0,Excelsior,"(37.71174132048191, -122.43382117814635)",2013,37.71174132048191, -122.43382117814635,06075026302
1895,M171075,1000 Block Of Hollister  Avenue,San Francisco,CA,94124.0,05/02/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/10/2022,10.0,Bayview Hunters Point,"(37.71925848703323, -122.39145098792395)",2017,37.71925848703323, -122.39145098792395,06075023400
1921,M150903,0 Block Of Elgin  Park,San Francisco,CA,94103.0,04/23/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/17/2018,8.0,Mission,"(37.770649541994814, -122.42329475135669)",2015,37.770649541994814, -122.42329475135669,06075020200
1943,M120360,700 Block Of 2nd  Avenue,San Francisco,CA,94118.0,04/13/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/11/2015,1.0,Inner Richmond,"(37.77486351240669, -122.45960638988014)",2012,37.77486351240669, -122.45960638988014,06075045100
1962,M163838,2200 Block Of 31st  Avenue,San Francisco,CA,94116.0,12/13/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/04/2022,4.0,Sunset/Parkside,"(37.74527889981769, -122.48881110827584)",2016,37.74527889981769, -122.48881110827584,06075032901
1980,M152876,1500 Block Of Powell  Street,San Francisco,CA,94133.0,10/15/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/13/2020,3.0,Chinatown,"(37.79884648095665, -122.41048186925879)",2015,37.79884648095665, -122.41048186925879,06075010700
2004,M152610,500 Block Of Monterey  Boulevard,San Francisco,CA,94127.0,10/08/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/01/2020,7.0,West of Twin Peaks,"(37.73165057382053, -122.44693611394267)",2015,37.73165057382053, -122.44693611394267,06075031100
2031,M130927,2900 Block Of Bush  Street,San Francisco,CA,94115.0,06/19/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/20/2016,2.0,Presidio Heights,"(37.78540523465341, -122.44570982483734)",2013,37.78540523465341, -122.44570982483734,06075015400
